sentence,sentiment,emotion
"Ahlstrom 's 5,800 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .",neutral,neutral
Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .,neutral,neutral
Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .,neutral,neutral
Airbus will attempt to evacuate up to 873 people within 90 seconds .,neutral,neutral
"ALEXANDRIA , Va. , June 7 -- Michael G. Williams of Newbury Park , Calif. , has developed a network device .",neutral,neutral
All rights reserved .,neutral,neutral
All YIT Capital Markets Day materials will be available on the company 's Internet site at www.yitgroup.com/investors at 10:30 on September 26 .,neutral,neutral
"Alma Media holds 70 % of this company , the remaining shares being owned by the company 's key employees .",neutral,neutral
Almost the entire office building will be occupied by Metso .,neutral,neutral
"Also , Westpac is to issue a benchmark , 18 month FRN deal in Euros .",neutral,neutral
Also the development of online businesses will continue .,neutral,neutral
As a part of the agreement 10 employees from the John Deere Forestry documentation functions will transfer to DokuMentori Oy .,neutral,neutral
"As a result of the transaction , Sanoma Budapest has acquired a stake in the online store Egeszsegbolt .",neutral,neutral
"As an alternative to the share exchange , Panostaja offers a full cash consideration at the value of 1.27 euro $ 1.7 per share .",neutral,neutral
at 9:00 EET Alma Media 's Annual Report for 2009 is scheduled to be published in calendar week 9 .,neutral,neutral
"At end-August , Sampo was Nordea 's biggest shareholder with a 20.6 % stake , followed by the state with 19.9 % .",neutral,neutral
"At first , Solteq 's services to companies operating in the St. Petersburg area will include maintenance and material management systems and data collection solutions .",neutral,neutral
Autotank Group is part of Aspo 's Systems Division .,neutral,neutral
Basware Einvoices Oy will be merged into the parent company during the present fiscal period .,neutral,neutral
"Because the application can be considered as a hacking application , it is classified by F-Secure as riskware .",neutral,neutral
"Before FKI , John Jiang has worked in several general manager or senior business consultant positions for international companies in China .",neutral,neutral
"Besides , Pit-Produkt will enter the new segments .",neutral,neutral
"Bids or offers include at least 1,000 shares and the value of the shares must correspond to at least EUR4 ,000 .",neutral,neutral
CapMan made its initial investment in OneMed in June 2006 .,neutral,neutral
"CapMan said the deal 's effect on its cash flow for 2009 totals EUR3 .4 m , but the transaction would not affect its financial results for 2009 as it was executed at fair value .",neutral,neutral
Catalysts segment includes refinery catalysts and polyolefin catalysts product categories .,neutral,neutral
"Componenta is a metal sector company with international operations and production plants located in Finland , the Netherlands , Sweden and Turkey .",neutral,neutral
"Consisting of seven interconnected units , Mega Image 's logistics center will be 347 metres in length and 12 metres in height .",neutral,neutral
"Construction work on the Helsinki Music Centre is to start this autumn , with the total cost of the project estimated at 140 million euros .",neutral,neutral
COPYRIGHT AFX News and AFX Financial News Logo are registered trademarks of AFX News Limited,neutral,neutral
"Cramo , headquartered in Vantaa , Finland , rents construction machinery and equipment , as well as rents and sells modular space .",neutral,neutral
Currency conversions are based on exchange rates at the time of the deal .,neutral,neutral
"Currently the Terminator lures are produced in a subcontract facility in Mexico but the manufacturing will be transferred to Rapala 's factory in Shenzhen , China .",neutral,neutral
"Destia Oy is a Finnish infrastructure and construction service company building , maintaining and designing traffic routes , industrial and traffic environments , but also complete living environments .",neutral,neutral
"Digia will also set up two subsidiaries , Digia Norway AS and Digia USA Inc. .",neutral,neutral
Each share is entitled to one vote .,neutral,neutral
Each year the dividend is deducted from the subscription price .,neutral,neutral
Earnings per share EPS amounted to EUR0 .01 .,neutral,neutral
Earnings per share were EUR -0.04 -0.06 .,neutral,neutral
Elcoteq has a global network of After Market Service sites which have a long experience in serving Consumer Electronics and Systems Solutions customers .,neutral,neutral
Elcoteq SE is listed on the Nasdaq OMX Helsinki Ltd. .,neutral,neutral
Electronic versions require 24-48 hours as each copy is customized to the client with digital controls and custom watermarks .,neutral,neutral
"Elisa Corporation will disclose its financial statements for 2006 on Thursday , 8 February 2007 .",neutral,neutral
"Erkki Jarvinen , President of Rautakirja and the head of the Sanoma Trade division , will leave his current tasks in spring 2009 for a similar position outside the Sanoma Group .",neutral,neutral
"Ethanol would be made from barley , and production could start in 2008 .",neutral,neutral
"EXEL COMPOSITES IN BRIEF Exel Composites is a technology company which designs , manufactures and markets composite profiles and tubes for industrial applications .",neutral,neutral
Exel is headquartered in Mantyharju in Finland .,neutral,neutral
Fancy Dans on the move FAB Glasgow gift and interiors store Fancy Dans is moving !,neutral,neutral
"Financial Statements include the consolidated financial statements of the Group , the Board of Directors ' Report , the Auditors ' Report and the Corporate Governance Statement .",neutral,neutral
"FinancialWire tm is not a press release service , and receives no compensation for its news , opinions or distributions .",neutral,neutral
Finnish Bank of +àland will launch its long-term pension savings account at the beginning of June 2010 .,neutral,neutral
Finnish industrial group Ruukki Group Plc OMX Helsinki : RUG1V said on Friday 14 November that its furniture business segment Incap Furniture has concluded personnel negotiations that were started at the end of September .,neutral,neutral
"Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported .",neutral,neutral
Finnlines has six ships under construction in China with deliveries scheduled between the first quarter of 2011 and the final quarter of 2012 .,neutral,neutral
Finnlines will announce in week 17 of 2006 what measures it will take to tackle the situation .,neutral,neutral
"Following the issue , the new shares will constitute 10 percent of the firm 's capital .",neutral,neutral
"Founded in 1923 , Finnair is one of the world 's oldest airlines and flies to 60 destinations with a fleet of 63 aircraft , employing 9,500 people .",neutral,neutral
"Glaston 's share GLA1V is listed on the NASDAQ OMX Helsinki , Mid Cap List .",neutral,neutral
Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011 .,neutral,neutral
GyPSii service supports ten different languages including Korean and Russian .,neutral,neutral
He confirmed his view on July 6 .,neutral,neutral
He is a member of the Board of numerous com-panies and a shareholder of the Boardman Ltd board specialist net-work .,neutral,neutral
"HELSINKI AFX - Cramo said it has agreed to sell Cramo Nederland BV CNL , its Dutch machinery and equipment rental unit , to Jaston Groep for an undisclosed sum .",neutral,neutral
"Helsinki-based Componenta bought Turkish listed company Doktas in October 2006 for 89 million euros , making it the largest Finnish investment in Turkey to date .",neutral,neutral
"However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell .",neutral,neutral
"HUHTAMAKI OYJ STOCK EXCHANGE RELEASE , 16.9.2008 AT 13.32 Huhtamaki 's Capital Markets Day for institutional investors and analysts is held in Espoo , September 16 , 2008 starting at 13.30 pm Finnish time .",neutral,neutral
"I can say categorically , no , ' Wahlroos was quoted as saying by the paper , when asked about Sampo 's interest in making a bid for RSA .",neutral,neutral
"If Honkarakenne starts production there , it will need a partner for sawmill operations .",neutral,neutral
"In addition , the existing service counter area in the reception hall will be rebuilt and access provided to local rail connections .",neutral,neutral
"In addition to the Tulikivi Corporation , he is also currently a member of the Board of the following companies : Altia Corporation , J+ñrvi-Suomen Portti Osuuskunta , Osuuskunta KPY , Profile Vehicles Oy and Voimatel Oy .",neutral,neutral
"In future , the plant will focus on the production of flange profiles for wind farm towers .",neutral,neutral
In return the New York-based private equity firm will receive a 51 % stake in the Latvian IT and telecom group .,neutral,neutral
"In the Baltic countries , Atria 's target is organic growth .",neutral,neutral
"Incap Corporation Stock Exchange Announcement 29 April 2010 at 1 p.m. INVITATION TO A NEWS CONFERENCE ON INCAP 'S INTERIM REPORT Q1-2010 Incap will publish its interim report for January-March 2010 on Wednesday , 5 May 2010 .",neutral,neutral
IonPhasE 's second major owner is venture capital firm Aura Capital .,neutral,neutral
"Iso Omena is based in the Matinkyla district of the southern part of the city of Espoo , southern Finland .",neutral,neutral
"ITG 's share in the deal is estimated at some 500,000 euro $ 627,000 .",neutral,neutral
"Its customers include local companies Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oy , Pellonpaja Oy and Mansner Oy .",neutral,neutral
"Jensen , Njastein and Mike Critch , the head of Dovre North America business unit , will report to Toivola .",neutral,neutral
"Jukka Hienonen , the current Finnair CEO , will step down at the end of January 2010 .",neutral,neutral
"Kemira , headquartered in Helsinki , Finland , is an international chemicals group comprising the business areas Kemira Pulp & Paper , Kemira Water , Kemira Specialty and Kemira Coatings .",neutral,neutral
Kemira 's partner in the project is St. Petersburg Water Works .,neutral,neutral
Kershaw takes up the position with immediate effect from her previous role as marketing manager of Sankey Home & Garden Products .,neutral,neutral
KONE is listed on the Nordic Exchange in Helsinki .,neutral,neutral
"L&T is operative in Finland , Sweden , Latvia , Russia and Norway .",neutral,neutral
Latvia 's Stockmann shopping mall is a subsidiary of Finland 's Stockmann Plc. .,neutral,neutral
"LEED is an internationally recognized green building certification system , developed by the U.S. Green Building Council .",neutral,neutral
LONDON AFX - Fortum said it has agreed to sell its industrial maintenance service operations to funds managed by CapMan for an undisclosed sum .,neutral,neutral
"China Unicom , NYSE : CHU , HKSE : 0762 , and SHSE : 600050 , the second largest mobile carrier in the country .",neutral,neutral
Measures will be launched immediately and are due to be finalized in the first quarter of 2010 .,neutral,neutral
"Metsa-Botnia will finance the payment of dividends , the repayment of capital and the repurchase of its own shares with the funds deriving from its divestment of the Uruguay operations , and shares in Pohjolan Voima , and by utilising its existing financing facilities .",neutral,neutral
Metso 's delivery will include a complete coated board line with related air systems and two winders .,neutral,neutral
Most of the dividend will go to the Grimaldi family .,neutral,neutral
"mr Bakman sees also expansion options on the Tallinn-Helisnki link , claiming however , that operating the link with only a single ship is not enough .",neutral,neutral
Neste Shipping is the most likely to remain Finnish as the oil sector and its transports are significant for emergency supply .,neutral,neutral
Net investment income,neutral,neutral
"no compensation for its news , opinions or distributions .",neutral,neutral
No financial details were available .,neutral,neutral
No financial details were disclosed .,neutral,neutral
No financial details were provided .,neutral,neutral
No financial details were reported .,neutral,neutral
No more waste-burning facilities should be built .,neutral,neutral
"No price was given for the transaction , which merges two London companies that have worked together on a number of projects including delivery of timetables for Britain 's National Express East Coast rail networks .",neutral,neutral
No pricing details were disclosed .,neutral,neutral
"Nokia said it still expects to sell 150 more million Symbian devices in years to come , giving an indication of how it expects the Phone 7 handoff to work .",neutral,neutral
Nordea Bank Estonia is part of the largest financial group in the Nordic countries .,neutral,neutral
"Of the company 's net sales , 38 % was acquired in Finland , 21 % in other European countries , 40 % in Asia , and 1 % in the US .",neutral,neutral
Officials did not disclose the contract value .,neutral,neutral
"On Dec. 1 , Grimaldi acquired 1.5 million shares and a 50.1-percent stake in Finnlines .",neutral,neutral
Otherwise the situation is under control .,neutral,neutral
"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Hong Kong , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Finland , Canada , Russia , Ukraine , Denmark , Ireland , South Korea and Liechtenstein .",neutral,neutral
"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Serbia , Finland , Canada , Russia , Ukraine , Portugal , Denmark , Ireland , South Korea , Estonia and Liechtenstein .",neutral,neutral
"Our in-depth expertise extends to the fields of energy , industry , urban & mobility and water & environment .",neutral,neutral
"Paychex has more than 100 offices serving approximately 554,000 payroll clients nationwide as of May 31 , 2009 .",neutral,neutral
Payment of shares shall be effected on subscription .,neutral,neutral
"PCS Digital Guatemala has been using Tecnomen 's prepaid system in Telgua fixed networks as well as code division multiple access , or CDMA , and global system for mobile communication , or GSM , since 2003 .",neutral,neutral
"Poyry is a global consulting and engineering firm focusing on the energy , forest industry and infrastructure & environment sectors .",neutral,neutral
"POYRY PLC Additional information by : Heikki Malinen , President and CEO , Poyry PLC tel. +358 10 33 21307 Poyry is a global expert in consulting and engineering .",neutral,neutral
Price talk is in the Euribor plus 2 bps area and the sole lead is Citigroup .,neutral,neutral
"Product deliveries will not be interrupted , the refiner said , giving no financial details .",neutral,neutral
Production is scheduled to start by the end of April 2007 .,neutral,neutral
Protalix has $ 42 million in cash and no sales .,neutral,neutral
Public services will also be available .,neutral,neutral
"Published by Globes online , Israel business news - www.globes-online.com - on November 16 , 2009 -® Copyright of Globes Publisher Itonut 1983 Ltd. 2009",neutral,neutral
Ramirent Finland is the domestic unit of machinery rental company Ramirent Oyj HEL : RMR1V .,neutral,neutral
Raute is listed on the Nordic exchange in Helsinki .,neutral,neutral
Registration is required .,neutral,neutral
Related links : Flexiblebaseloadoperation TheWartsila32generating set Gasconversions This is the shorter of two versions of this press release .,neutral,neutral
"rosendal at outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , +358 400 817198 e-mail eila .",neutral,neutral
Runway Visual Range is a calculated assessment of the distance that a pilot can see down a runway .,neutral,neutral
"Salcomp 's charger manufacturing plant in India is located in the Nokia Telecom Park in the state of Tamil Nadu , in the eastern part of India .",neutral,neutral
Saunalahti is a part of the Elisa group .,neutral,neutral
"says Brian Burton , Head of IT Security , Vodafone UK .",neutral,neutral
"Seller is the Finnish Elcoteq Group , the largest European electronics manufacturing services company .",neutral,neutral
Solteq Plc ANNOUNCEMENT 16.12.2010 SHARE REPURCHASE 16.12.2010 In the Helsinki Stock Exchange Solteq Plc now holds a total of 486.969 shares including the shares repurchased on 16.12.2010 .,neutral,neutral
"Some of the most recent technology deliveries include refinery technology to Anrak Aluminium , an iron ore pelletizing plant to Tata Steel and iron ore sintering plants to Bhushan Steel .",neutral,neutral
Sponda Plc 's Annual General Meeting decided on 23 March 2005 to establish a Shareholders ' Nomination Committee to prepare proposals for the Annual General Meeting in 2006 on the composition of the Board of Directors and their remuneration .,neutral,neutral
"SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena .",neutral,neutral
"SSH Communications Security Corporation is headquartered in Helsinki , Finland .",neutral,neutral
"SSH Communications Security Corporation is headquartered in Helsinki , Finland .",neutral,neutral
SSH Establishes New Global Sales and Marketing Group to be led by George Adams ; Adams Establishes Global Sales and Marketing Group to Drive Worldwide Programs Supporting SSH Tectia Enterprise Security Solutions,neutral,neutral
Status : Agreed,neutral,neutral
"Steek , which was set up in 2002 , is based in Bordeaux , southwestern France .",neutral,neutral
"STOCKMANN plc COMPANY ANNOUNCEMENT February 20 , 2007 , at 13.40 An annual summary of Stockmann 's stock exchange and financial press releases in 2006 is available on the company 's website at the address www.stockmann.com .",neutral,neutral
STUK today is a full service house expert in radiation and nuclear safety issues .,neutral,neutral
"Sullivan said some of the boards `` really involve a lot of work , and people should get paid for their time . ''",neutral,neutral
Suomen Paikallissanomat Oy is part of Alma Media Group and it currently publishes 15 local newspapers across Finland .,neutral,neutral
Talvivaara is listed on the London Stock Exchange Main Market and NASDAQ OMX Helsinki and is included in the FTSE 250 Index .,neutral,neutral
"Tecnotree 's convergent charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls and raw data traffic for both mobile and fixed networks .",neutral,neutral
"Telecom has a foreign investment limit of 74 % , but it appears that mobile VAS does not , which means that Tecnomen can pick up as much as 96.6 % .",neutral,neutral
Teleste BK Optiflex amplifier products will be used in ongoing capacity upgrade of KDG 's network to bi-directionality .,neutral,neutral
Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki .,neutral,neutral
Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas .,neutral,neutral
"The 2500-passenger ferry will have dimensions of 185 m length overall , 170 m length between perpendiculars , 27.70 m breadth and 6.55 m design draught .",neutral,neutral
"The acquisition does not have to be from the frozen foods or fish sector , as long as it has synergies with L+ñnnen Tehtaat 's other businesses .",neutral,neutral
The acquisition price was not disclosed .,neutral,neutral
The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors .,neutral,neutral
"The aim of the CEO 's Q&A sessions is to give further clarity on information , which has been made public already earlier .",neutral,neutral
The Board of Directors was authorized to decide on other terms of the share issue .,neutral,neutral
The bridge will be 1.2 km long and is located between Anasmotet by the road E20 and the new traffic junction in Marieholm by the road E45 .,neutral,neutral
"The buildings , with about 40 condominiums each , will be built in 4 or 5 stages .",neutral,neutral
"The business area has operations in Finland , Sweden , Denmark , Estonia , Latvia and Lithuania .",neutral,neutral
"The buyer is real estate owner Propertos Oy , but the companies have agreed not to disclose financial details of the deal .",neutral,neutral
The capital structure of Solidium may be complemented by other financial instruments in the future .,neutral,neutral
The category was marked by maturity and the recession .,neutral,neutral
The chain is to unite 45-50 centres by the end of 2008 .,neutral,neutral
The company has some 410 employees and an annual turnover of EUR65 .4 m. Vaahto Group is listed on the Nordic Exchange in Helsinki .,neutral,neutral
"The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills .",neutral,neutral
"The company offers payroll services , including payroll processing , payroll tax administration , and employee pay services , including direct deposit , check signing , and Readychex .",neutral,neutral
"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance .",neutral,neutral
The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006 .,neutral,neutral
The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting .,neutral,neutral
"The company 's plant in Russia will continue to make tyres for its near markets , while the plant in Nokia in Finland will manufacture tyres for other markets .",neutral,neutral
The company 's share is listed in the Mid Cap segment of the NASDAQ OMX Helsinki .,neutral,neutral
The company 's share is quoted on NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS .,neutral,neutral
The company then said it will focus its resources on clinical research .,neutral,neutral
The Company turnover amounted to MEUR 27.9 in 2007 .,neutral,neutral
The company website is www.ahlstrom.com .,neutral,neutral
The company will be part of Teleste 's Video and Broadband Solutions business area .,neutral,neutral
"The company will publish its financial statement for 2008 on February 25 , 2009 .",neutral,neutral
The company will release its 2010 results on 11 February 2011 .,neutral,neutral
"The company will use the money for product development and research activities through 2013 in its key markets Finland , Germany , Italy and France .",neutral,neutral
The continued operations mean the structure after the restructuring of the Aspocomp group including Aspocomp Oulu and the headquarter operations .,neutral,neutral
"The contract covers turnkey deliveries to all five airports operated by the authority -- John F Kennedy , LaGuardia , Newark , Teterboro and Stewart International .",neutral,neutral
The contract includes heating plant equipment and associated installation work .,neutral,neutral
The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes .,neutral,neutral
The contracts comprise turnkey orders for RoRo systems for two RoRo-cruise vessels under construction for Viking Line and Tallink .,neutral,neutral
"The cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says .",neutral,neutral
The cranes would be installed onboard two freighters ordered by Singaporean ship owner Masterbulk .,neutral,neutral
The customers will have an access to integrated propeller and gear packages from one source .,neutral,neutral
The deal is subject to approval by the Norwegian competition authorities .,neutral,neutral
The deal means that ten persons in three countries will transfer to Tieto .,neutral,neutral
The deal will have no significant effect on the acquiring company 's equity ratio .,neutral,neutral
The deliveries are scheduled for the summer and autumn of 2008 .,neutral,neutral
"The development of the technological park , which will specialize in telecommunications and information technologies , is part of the state program for the formation of technoparks for hi-tech sectors in Russia .",neutral,neutral
"The e-commerce site and flagship will be managed by Marimekko North America Retail LLC , a subsidiary established in the U.S. last year .",neutral,neutral
"The final price will be specified by 14 May 2010 , the acquiring company said .",neutral,neutral
"The Finland-based company says it will move into an existing 260,000-square-foot facility in September .",neutral,neutral
"The Finnish business delegation includes representatives from over 20 companies that include Nokia Corp , Finnfund , Outokumpu Oyj , OKO Bank , Alteams Oy and Cargotec Corp. .",neutral,neutral
"The Finnish company is building a 800,000 mt-year biodiesel plant in Singapore .",neutral,neutral
"The firm 's UK head office is in Rugby Road , Lutterworth .",neutral,neutral
The first group of customers to be trained will be paint-shop owners and their assistants .,neutral,neutral
The first stage of the contract covers 133 stores and 600 cash registers .,neutral,neutral
"The fish content of the nuggets is 85 % , and the fish comes from Canada and Finland .",neutral,neutral
The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress .,neutral,neutral
The front surfaces of these valve plates are directed towards each other .,neutral,neutral
The ground barleycorn has been fully produced in Finland and will be available in stores as of the beginning of 2010 .,neutral,neutral
The implementation of the deal is subject to the approval by the Finnish Competition Authority .,neutral,neutral
"The inaugural speech will be given by Hannu Kyrolainen , Finland 's Ambassador to the Czech Republic .",neutral,neutral
The increase range will vary up to 10 % .,neutral,neutral
The initial estimated total value was 1744900 EUR and the final award value was 1744900 EUR .,neutral,neutral
"The Internal Revenue Service sees about 20 percent of all taxpayers wait until the last two weeks to file , with about 40 million returns filed in April .",neutral,neutral
"The latest date for registration is on 4 April , 2006 .",neutral,neutral
The lay-offs will affect 240 people out of the total 320 Okmetic employees in Finland .,negative,fear
The Line 4 will run fully underground and will comprise 10 stations which will be executed in two implementation stages .,neutral,neutral
"The mall will be financed on a parity basis by Pearl Plaza LLC , the joint venture company established by the Chinese investor Shanghai Industrial Investment Holdings Co Ltd , and SRV Group .",neutral,neutral
"The maximum amount of the capital loan will be EUR30m and the minimum subscription -- EUR10 ,000 .",neutral,neutral
The maximum number of new shares to be offered is 22 million .,neutral,neutral
The measures taken will cause one-time costs during the final part of 2006 .,neutral,neutral
"The mill will have capacity to produce 500,000 tonnes of pulp per year .",neutral,neutral
"The money will be spread mainly over 2011 and 2012 , the company said .",neutral,neutral
"The natural source of isoprene is the tree species Hevea brasiliensis , also known as the rubber tree .",neutral,neutral
The new activity will incur an investment of about 5 MEUR .,neutral,neutral
"The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , Saha Pathana Inter-Holding Plc. .",neutral,neutral
The new organization consists of two business units : Charging & Messaging and Finance & Administration .,neutral,neutral
The new SEPA cads will replace Finnish bank cards .,neutral,neutral
"The order comprises all production lines for a plywood mill , company said in a statement received by Lesprom Network .",neutral,neutral
"The order comprises four ball mills , which will be organized in two different streams for treating ore in the Pilanesberg platinum mine .",neutral,neutral
"The order includes a new Crecent former , headbox , and reel .",neutral,neutral
The output of the contracts totals 72 MWe .,neutral,neutral
"The parties have agreed not to disclose the price of the deal , the group said in a press release .",neutral,neutral
The parties have agreed not to disclose the transaction value .,neutral,neutral
"The payment date is March 25 , 2010 .",neutral,neutral
"The platform is based built on Intel s second-generation MID platform , called Moorestown .",neutral,neutral
"The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue .",neutral,neutral
The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting .,neutral,neutral
The purchase sum is about EUR 10mn US$ 12.97 mn .,neutral,neutral
"The recruitment is related to the relocation of Stora Enso 's research operations to Karlstad , central Sweden .",neutral,neutral
The Remote Radio head module will be available at 4W power for 2.5 GHz and 3.5 GHz TDD frequency bands .,neutral,neutral
"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines .",neutral,neutral
The restructuring measures will not affect the production of packaging printing material .,neutral,neutral
"The sale , comprising the margarine business in Finland and Poland , follows the approval of the Polish competition authorities earlier in October .",neutral,neutral
"The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates .",neutral,neutral
"The sale will be finalized in September or October , the company said .",neutral,neutral
"The share capital of Alma Media Corporation business ID 1944757-4 is EUR 44,767,513.80 and it is divided into 74,612,523 shares .",neutral,neutral
"The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights .",neutral,neutral
"The ship cranes , which will be manufactured by MacGREGOR 's partner plants in China , will be delivered between 2008-2010 for vessels ordered by Chinese COSCO , German Peter Dohle and Hong Kong based Cido Shipping .",neutral,neutral
The ship unloader is totally enclosed along the entire conveying line to the storage facilities .,neutral,neutral
The site will cover over six hectares .,neutral,neutral
The transaction will take place without payment of merger consideration .,neutral,neutral
The unit is planned to be operational during the second half of 2007 and in full stream in 2008 .,neutral,neutral
"The wireless industry is bracing itself for the iPhone , which will launch on June 29 .",neutral,neutral
Their offering also covers localisation services related to production transfer to the Finnish company 's customers that already have production in Asian market or have made the decision to transfer production there .,neutral,neutral
They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi .,neutral,neutral
This is the company 's first contract abroad .,neutral,neutral
This release is not an offer of securities for sale into the United States or elsewhere .,neutral,neutral
This solution is an extension to the existing online mediation solution delivered earlier by Comptel and IBM .,neutral,neutral
"Tieto in Latvia is represented by IT services companies TietoEnator Alise and TietoEnator , which has operations in the industries of Financial Services Cards , Retail and Logistics and IT Outsourcing and Managed Services .",neutral,neutral
"Together with Latvia , Cramo will operate 54 rental outlets in the Baltic States .",neutral,neutral
Two other sites will be included later on .,neutral,neutral
"Under a preliminary estimation , the technology park will measure about 50,000 square meters .",neutral,neutral
Upon completion of the sale Proha would get some USD12 .7 m for its stake in Artemis .,neutral,neutral
Valga Lihatoostus markets its products under the Maks & Moorits trademark .,neutral,neutral
"We know that it exists , '' Artemyev said .",neutral,neutral
We offer our customers solutions based on renewable raw materials .,neutral,neutral
"When dialing in , the participants should quote 877417 as conference ID .",neutral,neutral
Work on the assignment has already started and is due for completion in spring 2011 .,neutral,neutral
"Yesterday , Legrand issued its E300 million fixed rate deal maturing 2017 .",neutral,neutral
Yvonne Jones is owner of Chameleon Interiors .,neutral,neutral
ZAO YIT Moskovia builds housing in Moscow and its surrounding cities .,neutral,neutral
"BAWAG - Is to issue a benchmark , covered deal .",neutral,neutral
"Swedbank Hypotek - Is to issue a benchmark , fixed rate covered deal in Euros , maturing January 2010 .",neutral,neutral
"Argentine agricultural export company Calafate has tapped compatriot firm Finnegans for a software solution , the latter company said in a statement .",neutral,neutral
"Finnish printed circuit boards ( PCBs ) maker Aspocomp Group Oyj said on December 4 , 2006 it named Henry Gilchrist senior vice president of the group 's Asian operations , as of January 8 , 2007 .",neutral,neutral
` Nordic infrastructure construction is one of our strategic growth areas .,neutral,neutral
"` Sanoma is a buyer not a target , ' he said .",neutral,neutral
"`` After the transaction , Tikkurila has no powder coatings-related operations , '' the company said .",neutral,neutral
"`` If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday .",neutral,neutral
`` It wo n't happen overnight .,neutral,neutral
`` Printed fabrics and related design expertise have always been the core of Marimekko 's business and brand .,neutral,neutral
`` Serving customers locally is one of the cornerstones of customer focus for us .,neutral,neutral
`` We know there are some of our own people out there . '',neutral,neutral
"+£lemiste City is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +£lo P+ñrnits , chairman of the supervisory board of +£lemiste City and Mainor .",neutral,neutral
25 November 2010 - Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m .,neutral,neutral
26 November 2010 - Finnish sports-equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today it has obtained a EUR30m Schuldschein note loan from a pool of international investors .,neutral,neutral
"3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday .",neutral,neutral
"A coker crane will be supplied to Tesoro Corporation 's Golden Eagle Refinery in Martinez , California , while a similar crane will be delivered to BP 's Castell refinery in Spain .",neutral,neutral
A few employees would remain at the Oulu plant in support functions for other group units .,neutral,neutral
A huge issue for us is the button placement .,neutral,neutral
A merger between UPM and Finnish-Swedish Stora Enso is not likely either .,neutral,neutral
A paper mill in the central Maine town of Madison soon will have a new owner .,neutral,neutral
A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .,neutral,neutral
"A total of 131000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between May 1 , 2010 and June 30 , 2010 under the company 's stock option rights 2007A .",neutral,neutral
